date,description,category
2000-03-17,parkir,Tagihan
2000-03-17,btuhn pkk,Belanja
2000-03-17,frilens,Gaji
2000-03-17,nabung,Investasi
2000-03-17,lain-lain,Lainnya
2000-03-17,lan-lain,Lainnya
2000-03-17,main ke mall,Hiburan
2000-03-17,indomrt,Belanja
2000-03-17,cemilan,Makanan & Minuman
2000-03-17,kopi-kopi pfagi,Makanan & Minuman
2000-03-18,internet,Tagihan
2000-03-18,byaya adm,Lainnya
2000-03-18,mkn mfalam,Makanan & Minuman
2000-03-18,byaya adm,Lainnya
2000-03-18,awrung nasi,Makanan & Minuman
2000-03-18,air,Tagihan
2000-03-18,bpjs,Tagihan
2000-03-19,streming,Hiburan
2000-03-19,alfamart,Belanja
2000-03-19,gfood,Makanan & Minuman
2000-03-20,biya adm,Lainnya
2000-03-20,iang mkn,Makanan & Minuman
2000-03-20,topup gam,Hiburan
2000-03-20,lain-lain,Lainnya
2000-03-20,nanem modal,Investasi
2000-03-20,byr iran,Tagihan
2000-03-20,lain-lain,Lainnya
2000-03-20,tisue,Belanja
2000-03-21,lainl-ain,Lainnya
2000-03-21,makan malam,Makanan & Minuman
2000-03-21,lain-lain,Lainnya
2000-03-21,tisu,Belanja
2000-03-21,bioskop,Hiburan
2000-03-22,alfamat,Belanja
2000-03-22,air,Tagihan
2000-03-22,sabun,Belanja
2000-03-22,biya adm,Lainnya
2000-03-22,biaya admn,Lainnya
2000-03-23,warteg,Makanan & Minuman
2000-03-23,belanja kebutuhan mingguan,Belanja
2000-03-23,ke mall main,Hiburan
2000-03-23,mam siang,Makanan & Minuman
2000-03-23,aadmin bya,Lainnya
2000-03-23,netflixna,Hiburan
2000-03-23,bihya admin,Lainnya
2000-03-23,freelan,Gaji
2000-03-23,bya admin,Lainnya
2000-03-23,air,Tagihan
2000-03-23,lain-lain,Lainnya
2000-03-23,uran bulanan,Tagihan
2000-03-23,dpt cashback,Investasi
2000-03-23,parkir,Tagihan
2000-03-23,lain-lain,Lainnya
2000-03-24,game isi,Hiburan
2000-03-24,indomart,Belanja
2000-03-24,tabungan,Investasi
2000-03-24,bya admni,Lainnya
2000-03-24,lain-lain,Lainnya
2000-03-24,parkir,Tagihan
2000-03-24,jajann sore,Makanan & Minuman
2000-03-24,tissue,Belanja
2000-03-25,iurn bln,Tagihan
2000-03-25,parkir,Tagihan
2000-03-25,lain-lain,Lainnya
2000-03-25,bonus,Gaji
2000-03-25,kbeutuan pokok,Belanja
2000-03-25,internet,Tagihan
2000-03-26,bank bunga,Investasi
2000-03-26,byaya admin,Lainnya
2000-03-26,streaming,Hiburan
2000-03-26,blanja gmingguan,Belanja
2000-03-26,bioskop,Hiburan
2000-03-27,lain-lan,Lainnya
2000-03-27,fgfood,Makanan & Minuman
2000-03-27,insentif,Gaji
2000-03-27,wrg nasi,Makanan & Minuman
2000-03-27,lain-lain,Lainnya
2000-03-27,gfood,Makanan & Minuman
2000-03-27,blnja mingguan,Belanja
2000-03-28,bioskop,Hiburan
2000-03-28,sabun,Belanja
2000-03-28,insentif,Gaji
2000-03-28,prkir,Tagihan
2000-03-28,token,Tagihan
2000-03-28,lain-lain,Lainnya
2000-03-29,pls,Tagihan
2000-03-29,makan siang,Makanan & Minuman
2000-03-29,top up game,Hiburan
2000-03-29,iuran fblnan,Tagihan
2000-03-29,gofud,Makanan & Minuman
2000-03-29,bayya admin,Lainnya
2000-03-29,tisu,Belanja
2000-03-29,sore ajanan,Makanan & Minuman
2000-03-30,biaya adm,Lainnya
2000-03-30,bioskop,Hiburan
2000-03-30,ktbuhn pkk,Belanja
2000-03-30,jajnan sore,Makanan & Minuman
2000-03-30,wifi,Tagihan
2000-03-30,bioskop,Hiburan
2000-03-30,isi game,Hiburan
2000-03-30,bikoskop,Hiburan
2000-03-31,mkn malsam,Makanan & Minuman
2000-03-31,alpamart,Belanja
2000-03-31,wifi,Tagihan
2000-03-31,nyemil sore,Makanan & Minuman
2000-03-31,mingguan belanja,Belanja
2000-03-31,lain-lain,Lainnya
2000-03-31,gopud,Makanan & Minuman
2000-03-31,paketan,Tagihan
2000-03-31,bank bunga,Investasi
2000-03-31,lstriik,Tagihan
2000-04-01,isi gaem,Hiburan
2000-04-01,bioksop,Hiburan
2000-04-01,bioaskop,Hiburan
2000-04-01,bnga bank,Investasi
2000-04-02,cemilan,Makanan & Minuman
2000-04-02,bpjs,Tagihan
2000-04-02,kopi-kopi pagi,Makanan & Minuman
2000-04-02,netflixan,Hiburan
2000-04-03,bya adm,Lainnya
2000-04-03,interest,Investasi
2000-04-03,plaketan,Tagihan
2000-04-03,pulsa,Tagihan
2000-04-03,mian ke mll,Hiburan
2000-04-03,parkir,Tagihan
2000-04-03,mal ke main,Hiburan
2000-04-04,mingugan blnja,Belanja
2000-04-04,gofood,Makanan & Minuman
2000-04-04,nyemil solre,Makanan & Minuman
2000-04-04,pkk kdbtuhn,Belanja
2000-04-04,siang mkn,Makanan & Minuman
2000-04-04,bpjs,Tagihan
2000-04-05,prkr,Tagihan
2000-04-05,main ke mfall,Hiburan
2000-04-05,kopi-kopi pagi,Makanan & Minuman
2000-04-05,bulanan iuarn,Tagihan
2000-04-05,indtrnet,Tagihan
2000-04-06,bya admin,Lainnya
2000-04-06,kopi pagi,Makanan & Minuman
2000-04-06,cemlian,Makanan & Minuman
2000-04-06,bioskop,Hiburan
2000-04-06,biaya adm,Lainnya
2000-04-06,insentif,Gaji
2000-04-06,tisu,Belanja
2000-04-06,gfood,Makanan & Minuman
2000-04-07,kpi pagi,Makanan & Minuman
2000-04-07,lain-lain,Lainnya
2000-04-07,top up game,Hiburan
2000-04-07,fee damn,Lainnya
2000-04-07,prkir,Tagihan
2000-04-08,lain-lain,Lainnya
2000-04-08,lain-lain,Lainnya
2000-04-08,bunga rek,Investasi
2000-04-08,air,Tagihan
2000-04-08,byaya admn,Lainnya
2000-04-09,iuran bulanan,Tagihan
2000-04-09,bya admin,Lainnya
2000-04-09,mall mian ke,Hiburan
2000-04-09,mall main ke,Hiburan
2000-04-09,wrg nasi,Makanan & Minuman
2000-04-09,pokok keb.,Belanja
2000-04-09,alpamart,Belanja
2000-04-09,top up game,Hiburan
2000-04-09,mall ke main,Hiburan
2000-04-10,rek bunga,Investasi
2000-04-10,insentif,Gaji
2000-04-10,litrik,Tagihan
2000-04-10,pls,Tagihan
2000-04-10,bayar parkir,Tagihan
2000-04-10,alfamrt,Belanja
2000-04-10,streming,Hiburan
2000-04-11,bioskop,Hiburan
2000-04-11,bioskop,Hiburan
2000-04-11,bioskop,Hiburan
2000-04-11,cemilan,Makanan & Minuman
2000-04-11,sabun,Belanja
2000-04-12,idm,Belanja
2000-04-12,blanja dapur,Belanja
2000-04-12,internet,Tagihan
2000-04-12,jajn osre,Makanan & Minuman
2000-04-13,parkir,Tagihan
2000-04-13,mkan malam,Makanan & Minuman
2000-04-13,inet,Tagihan
2000-04-14,iuran bulanan,Tagihan
2000-04-14,insentif,Gaji
2000-04-14,gajian,Gaji
2000-04-14,alpmaart,Belanja
2000-04-14,indomrt,Belanja
2000-04-14,lain-lain,Lainnya
2000-04-14,tissue,Belanja
2000-04-14,lain-ain,Lainnya
2000-04-15,biya adm,Lainnya
2000-04-15,boiskop,Hiburan
2000-04-15,fee admn,Lainnya
2000-04-15,lstriik,Tagihan
2000-04-15,tp up game,Hiburan
2000-04-15,cb,Investasi
2000-04-15,air,Tagihan
2000-04-16,wrg nasi,Makanan & Minuman
2000-04-16,tissu,Belanja
2000-04-16,blnja dhapur,Belanja
2000-04-16,kbtuhan pokok,Belanja
2000-04-16,fee admn,Lainnya
2000-04-17,kebutuan pokok,Belanja
2000-04-17,lstriik,Tagihan
2000-04-17,admin bya,Lainnya
2000-04-17,biokop,Hiburan
2000-04-17,bioskop,Hiburan
2000-04-17,mam siang,Makanan & Minuman
2000-04-17,biaya admin,Lainnya
2000-04-17,bioskop,Hiburan
2000-04-17,bioskop,Hiburan
2000-04-17,iurn bln,Tagihan
2000-04-18,lstrk,Tagihan
2000-04-18,air,Tagihan
2000-04-18,byr iuran,Tagihan
2000-04-18,listrik,Tagihan
2000-04-18,bpjs,Tagihan
2000-04-18,prkir,Tagihan
2000-04-18,tisu,Belanja
2000-04-18,bons,Gaji
2000-04-18,blanja mingguan,Belanja
2000-04-18,nasi wrg,Makanan & Minuman
2000-04-19,pulsa,Tagihan
2000-04-19,steaming,Hiburan
2000-04-19,blanja mingguan,Belanja
2000-04-19,air,Tagihan
2000-04-19,parkir bayra,Tagihan
2000-04-19,lain-lain,Lainnya
2000-04-20,bulanan iuran,Tagihan
2000-04-20,waras,Makanan & Minuman
2000-04-20,idm,Belanja
2000-04-20,indomaret,Belanja
2000-04-20,streming,Hiburan
2000-04-20,sabun,Belanja
2000-04-20,main ke mall,Hiburan
2000-04-20,kebutuan pokok,Belanja
2000-04-20,itnerest,Investasi
2000-04-20,bioskop,Hiburan
2000-04-21,main ke mafll,Hiburan
2000-04-21,alpamart,Belanja
2000-04-21,acshbk,Investasi
2000-04-21,byaya adm,Lainnya
2000-04-21,sabun,Belanja
2000-04-21,up top game,Hiburan
2000-04-22,bioskop,Hiburan
2000-04-22,byr iuran,Tagihan
2000-04-22,cemilan,Makanan & Minuman
2000-04-22,pulsa,Tagihan
2000-04-22,bya admin,Lainnya
2000-04-23,cemilan,Makanan & Minuman
2000-04-23,makn siang,Makanan & Minuman
2000-04-23,apgi ngopi,Makanan & Minuman
2000-04-23,blanhja mingguan,Belanja
2000-04-23,gaji blnan,Gaji
2000-04-23,nyemil sore,Makanan & Minuman
2000-04-23,inet,Tagihan
2000-04-23,bnga bank,Investasi
2000-04-23,bpjs,Tagihan
2000-04-23,listrik,Tagihan
2000-04-23,striming,Hiburan
2000-04-24,lanja mingguan,Belanja
2000-04-24,malam mkn,Makanan & Minuman
2000-04-24,gofood,Makanan & Minuman
2000-04-24,fsore nyemil,Makanan & Minuman
2000-04-24,go-food,Makanan & Minuman
2000-04-24,lain-lain,Lainnya
2000-04-25,gofud,Makanan & Minuman
2000-04-25,tbungan,Investasi
2000-04-25,iuran lbnn,Tagihan
2000-04-25,indomtr,Belanja
2000-04-25,lain-lani,Lainnya
2000-04-25,streaming,Hiburan
2000-04-25,mam malam,Makanan & Minuman
2000-04-25,biya adm,Lainnya
2000-04-25,cashbk,Investasi
2000-04-26,bpjs,Tagihan
2000-04-27,biya sadmn,Lainnya
2000-04-27,kbhtuhn pkk,Belanja
2000-04-27,game tp up,Hiburan
2000-04-27,lstriik,Tagihan
2000-04-27,bjs,Tagihan
2000-04-27,streming,Hiburan
2000-04-27,byaya admn,Lainnya
2000-04-28,isi game,Hiburan
2000-04-28,mkan siang,Makanan & Minuman
2000-04-28,prkr,Tagihan
2000-04-28,internet,Tagihan
2000-04-28,wrg nasi,Makanan & Minuman
2000-04-28,pryoekan,Gaji
2000-04-28,bioskop,Hiburan
2000-04-29,streaming,Hiburan
2000-04-29,streming,Hiburan
2000-04-29,indomart,Belanja
2000-04-29,sabun,Belanja
2000-04-29,tabungfan,Investasi
2000-04-29,alfa,Belanja
2000-04-29,isue,Belanja
2000-04-29,lain-lain,Lainnya
2000-04-30,kebutuhan mingguan belanja,Belanja
2000-04-30,tissu,Belanja
2000-04-30,air,Tagihan
2000-04-30,bioskop,Hiburan
2000-04-30,topup gam,Hiburan
2000-04-30,bpjs,Tagihan
2000-04-30,cashback dpt,Investasi
2000-04-30,ecmilan,Makanan & Minuman
2000-04-30,netflixan,Hiburan
2000-04-30,jajan sroe,Makanan & Minuman
2000-04-30,insentif,Gaji
2000-04-30,tissue,Belanja
2000-05-01,pls,Tagihan
2000-05-01,belanja dapur,Belanja
2000-05-01,belanja blnan mingguan,Belanja
2000-05-01,insentif,Gaji
2000-05-01,mam malam,Makanan & Minuman
2000-05-01,lain-lain,Lainnya
2000-05-02,main ke mall,Hiburan
2000-05-02,cemlan,Makanan & Minuman
2000-05-02,biaya adm,Lainnya
2000-05-02,cemilan,Makanan & Minuman
2000-05-02,sabun,Belanja
2000-05-02,warteg,Makanan & Minuman
2000-05-02,paketan,Tagihan
2000-05-02,striming,Hiburan
2000-05-02,lain-lain,Lainnya
2000-05-02,game isi,Hiburan
2000-05-03,kbtuhn pkk,Belanja
2000-05-03,kpi pagi,Makanan & Minuman
2000-05-03,pls,Tagihan
2000-05-03,lian-lain,Lainnya
2000-05-03,lain-lain,Lainnya
2000-05-03,intranet,Tagihan
2000-05-03,bonus,Gaji
2000-05-04,gaji bln,Gaji
2000-05-04,lain-lian,Lainnya
2000-05-04,byaya amn,Lainnya
2000-05-04,bya adm,Lainnya
2000-05-04,bya admn,Lainnya
2000-05-04,isi pulsa,Tagihan
2000-05-05,bioskop,Hiburan
2000-05-05,paketan,Tagihan
2000-05-05,inomrt,Belanja
2000-05-05,warnas,Makanan & Minuman
2000-05-05,alfa,Belanja
2000-05-05,malam mkn,Makanan & Minuman
2000-05-06,main ke mall,Hiburan
2000-05-06,lain-lain,Lainnya
2000-05-06,iurn bln,Tagihan
2000-05-06,biya admin,Lainnya
2000-05-06,bijoskop,Hiburan
2000-05-06,bioskop,Hiburan
2000-05-07,adm baya,Lainnya
2000-05-07,gfoud,Makanan & Minuman
2000-05-08,blnsja mingguan,Belanja
2000-05-08,streming,Hiburan
2000-05-08,prkir,Tagihan
2000-05-08,bya adm,Lainnya
2000-05-08,top up ame,Hiburan
2000-05-08,indomrt,Belanja
2000-05-08,invst,Investasi
2000-05-08,lain-lain,Lainnya
2000-05-09,alfa,Belanja
2000-05-09,kopi pagi,Makanan & Minuman
2000-05-09,inet,Tagihan
2000-05-09,biaya admn,Lainnya
2000-05-10,nyegmil sore,Makanan & Minuman
2000-05-10,main ke mall,Hiburan
2000-05-10,lain-lain,Lainnya
2000-05-10,isi game,Hiburan
2000-05-10,inet,Tagihan
2000-05-11,jan sore,Makanan & Minuman
2000-05-11,dapur stock dapur,Belanja
2000-05-11,bioaskop,Hiburan
2000-05-11,warnas,Makanan & Minuman
2000-05-11,mksi,Makanan & Minuman
2000-05-11,gaji blnn,Gaji
2000-05-11,tkoen,Tagihan
2000-05-11,byaya adlmn,Lainnya
2000-05-11,lain-lain,Lainnya
2000-05-11,indomaret,Belanja
2000-05-12,bioskop,Hiburan
2000-05-12,bioskop,Hiburan
2000-05-12,tbungan,Investasi
2000-05-12,pusla,Tagihan
2000-05-12,prkr,Tagihan
2000-05-12,fee admn,Lainnya
2000-05-12,sabun,Belanja
2000-05-12,freelan,Gaji
2000-05-12,pokok kbtuhan,Belanja
2000-05-13,maakn malam,Makanan & Minuman
2000-05-13,air,Tagihan
2000-05-13,bijoskop,Hiburan
2000-05-13,investasi,Investasi
2000-05-13,bonus,Gaji
2000-05-13,makan malma,Makanan & Minuman
2000-05-14,ke amll mian,Hiburan
2000-05-14,cjshbck,Investasi
2000-05-14,bpjs,Tagihan
2000-05-14,paketan,Tagihan
2000-05-15,intrnet,Tagihan
2000-05-15,prkr,Tagihan
2000-05-15,pusla isi,Tagihan
2000-05-16,mkan malam,Makanan & Minuman
2000-05-16,rek bunga,Investasi
2000-05-16,indomaret,Belanja
2000-05-16,bonus,Gaji
2000-05-16,main ke mall,Hiburan
2000-05-16,tbungan,Investasi
2000-05-16,netflixan,Hiburan
2000-05-16,air,Tagihan
2000-05-17,admin biya,Lainnya
2000-05-17,wrg nasi,Makanan & Minuman
2000-05-17,tp up game,Hiburan
2000-05-17,gfood,Makanan & Minuman
2000-05-17,gfood,Makanan & Minuman
2000-05-17,mkan siaang,Makanan & Minuman
2000-05-18,kopi-kopi pagi,Makanan & Minuman
2000-05-18,top up game,Hiburan
2000-05-18,parkir,Tagihan
2000-05-18,tabungan,Investasi
2000-05-18,tisue,Belanja
2000-05-18,lain-lain,Lainnya
2000-05-18,tisue,Belanja
2000-05-19,sbaun,Belanja
2000-05-19,indomaret,Belanja
2000-05-19,biya agdmn,Lainnya
2000-05-19,lstriik,Tagihan
2000-05-19,biya admin,Lainnya
2000-05-19,air,Tagihan
2000-05-19,mam malam,Makanan & Minuman
2000-05-20,streaming,Hiburan
2000-05-20,sabun,Belanja
2000-05-20,lstriik,Tagihan
2000-05-20,lai-nlain,Lainnya
2000-05-20,nyemil sre,Makanan & Minuman
2000-05-20,mkn maam,Makanan & Minuman
2000-05-20,gdopud,Makanan & Minuman
2000-05-20,bonus,Gaji
2000-05-21,sabun,Belanja
2000-05-21,biya damin,Lainnya
2000-05-21,fee adm,Lainnya
2000-05-21,main ke mall,Hiburan
2000-05-21,kpi pagi,Makanan & Minuman
2000-05-22,adnm fee,Lainnya
2000-05-22,bank bunga,Investasi
2000-05-22,indomaret,Belanja
2000-05-22,iuran sblnn,Tagihan
2000-05-22,lain-lain,Lainnya
2000-05-22,lain-lain,Lainnya
2000-05-22,kpi pagi,Makanan & Minuman
2000-05-22,lain-lain,Lainnya
2000-05-23,jajn ore,Makanan & Minuman
2000-05-23,alfamart,Belanja
2000-05-24,bpjs,Tagihan
2000-05-24,gofud,Makanan & Minuman
2000-05-24,main ke mall,Hiburan
2000-05-24,gofud,Makanan & Minuman
2000-05-24,indomart,Belanja
2000-05-24,lain-lain,Lainnya
2000-05-24,indomalret,Belanja
2000-05-24,streaming,Hiburan
2000-05-24,kbthun pkk,Belanja
2000-05-24,mam siang,Makanan & Minuman
2000-05-25,bpjs,Tagihan
2000-05-25,indomaart,Belanja
2000-05-25,byr iuran,Tagihan
2000-05-25,alfa,Belanja
2000-05-25,siang mkan,Makanan & Minuman
2000-05-25,netfdlixan,Hiburan
2000-05-25,kpi pagi,Makanan & Minuman
2000-05-26,belganja mingguan,Belanja
2000-05-26,fee adm,Lainnya
2000-05-26,lain-lain,Lainnya
2000-05-26,listrik,Tagihan
2000-05-26,kbtuhn pkk,Belanja
2000-05-26,bioskop,Hiburan
2000-05-26,nabung,Investasi
2000-05-26,goapud,Makanan & Minuman
2000-05-26,insentif,Gaji
2000-05-26,isi pulsa,Tagihan
2000-05-27,byaya adm,Lainnya
2000-05-27,gaji bln,Gaji
2000-05-27,bpjs,Tagihan
2000-05-27,up tp game,Hiburan
2000-05-28,mam malam,Makanan & Minuman
2000-05-28,keb. pokok,Belanja
2000-05-28,sabun,Belanja
2000-05-28,mall main ke,Hiburan
2000-05-28,madin ke mgall,Hiburan
2000-05-28,insetnif,Gaji
2000-05-28,bpjs,Tagihan
2000-05-28,alfamart,Belanja
2000-05-28,bpjs,Tagihan
2000-05-28,lain-lain,Lainnya
2000-05-29,lai-lain,Lainnya
2000-05-29,lain-lain,Lainnya
2000-05-29,iurn bln,Tagihan
2000-05-29,kbe. pokok,Belanja
2000-05-30,pagi kopi,Makanan & Minuman
2000-05-30,topup gam,Hiburan
2000-05-30,stirming,Hiburan
2000-05-30,blandja dapur,Belanja
2000-05-30,streming,Hiburan
2000-05-31,lainlain,Lainnya
2000-05-31,admin byaya,Lainnya
2000-05-31,gofood,Makanan & Minuman
2000-05-31,kebutuan pokok,Belanja
2000-05-31,jajanan soe,Makanan & Minuman
2000-05-31,bayar parkir,Tagihan
2000-05-31,striming,Hiburan
2000-06-01,stock dapur mingguan,Belanja
2000-06-01,paktean,Tagihan
2000-06-01,jajann sore,Makanan & Minuman
2000-06-01,tohpup gam,Hiburan
2000-06-01,pls,Tagihan
2000-06-01,indomgrt,Belanja
2000-06-02,game isi,Hiburan
2000-06-02,blnan iuran,Tagihan
2000-06-02,idomrt,Belanja
2000-06-02,main ke mall,Hiburan
2000-06-02,makan malam,Makanan & Minuman
2000-06-02,adm fee,Lainnya
2000-06-02,byaya admin,Lainnya
2000-06-02,lain-lain,Lainnya
2000-06-03,dapur ingguan stock,Belanja
2000-06-03,cash back,Investasi
2000-06-03,byaya admn,Lainnya
2000-06-03,mkan malam,Makanan & Minuman
2000-06-03,main ke mall,Hiburan
2000-06-03,freelan,Gaji
2000-06-03,mkn siang,Makanan & Minuman
2000-06-03,cemilan,Makanan & Minuman
2000-06-04,lstriik,Tagihan
2000-06-04,bioskop,Hiburan
2000-06-04,main ke mall,Hiburan
2000-06-04,wrg hnasi,Makanan & Minuman
2000-06-04,indomaret,Belanja
2000-06-04,ihurn bln,Tagihan
2000-06-04,cemialn,Makanan & Minuman
2000-06-04,cashback,Investasi
2000-06-04,biya admn,Lainnya
2000-06-04,lain-lain,Lainnya
2000-06-05,bpjs,Tagihan
2000-06-05,tissue,Belanja
2000-06-05,indomart,Belanja
2000-06-05,inomrt,Belanja
2000-06-05,gosfud,Makanan & Minuman
2000-06-05,lain-lain,Lainnya
2000-06-05,iuran blnan,Tagihan
2000-06-05,tisu,Belanja
2000-06-05,striming,Hiburan
2000-06-05,lain-lain,Lainnya
2000-06-06,sabun,Belanja
2000-06-06,iuran byr,Tagihan
2000-06-06,lain-lain,Lainnya
2000-06-07,malam mkan,Makanan & Minuman
2000-06-07,lain-lain,Lainnya
2000-06-07,tisue,Belanja
2000-06-07,invst,Investasi
2000-06-07,parkir,Tagihan
2000-06-07,stremaing,Hiburan
2000-06-07,lani-lain,Lainnya
2000-06-08,main ke mall,Hiburan
2000-06-08,bpjs,Tagihan
2000-06-08,tissue,Belanja
2000-06-08,pualsa,Tagihan
2000-06-08,bioskop,Hiburan
2000-06-08,biaya admn,Lainnya
2000-06-08,gophud,Makanan & Minuman
2000-06-08,lagin-lain,Lainnya
2000-06-08,lain-lain,Lainnya
2000-06-08,air,Tagihan
2000-06-08,stock dapur mingguan,Belanja
2000-06-09,sagbun,Belanja
2000-06-09,indomaret,Belanja
2000-06-09,inet,Tagihan
2000-06-09,sabun,Belanja
2000-06-10,tissue,Belanja
2000-06-10,indomaret,Belanja
2000-06-11,warteg,Makanan & Minuman
2000-06-11,lain-lain,Lainnya
2000-06-11,ngopi pagi,Makanan & Minuman
2000-06-11,mkn malam,Makanan & Minuman
2000-06-11,bioskop,Hiburan
2000-06-11,bisoskop,Hiburan
2000-06-12,lain-lain,Lainnya
2000-06-12,streaming,Hiburan
2000-06-12,warteg,Makanan & Minuman
2000-06-12,tissue,Belanja
2000-06-12,lainlain,Lainnya
2000-06-12,main ke mall,Hiburan
2000-06-12,bayar parkir,Tagihan
2000-06-13,malam mam,Makanan & Minuman
2000-06-13,bpjs,Tagihan
2000-06-13,side job,Gaji
2000-06-13,lstriik,Tagihan
2000-06-13,income blnan,Gaji
2000-06-13,tisse,Belanja
2000-06-13,lstrk,Tagihan
2000-06-13,bnga bank,Investasi
2000-06-13,streaming,Hiburan
2000-06-13,afamrt,Belanja
2000-06-14,isi game,Hiburan
2000-06-14,ilnet,Tagihan
2000-06-14,mkan malam,Makanan & Minuman
2000-06-14,pulsa,Tagihan
2000-06-14,lain-lain,Lainnya
2000-06-14,biosokp,Hiburan
2000-06-15,bya admin,Lainnya
2000-06-15,tisue,Belanja
2000-06-15,bya admn,Lainnya
2000-06-15,pls,Tagihan
2000-06-15,belanja blnn mingguan,Belanja
2000-06-15,bunga bank,Investasi
2000-06-15,lain-lain,Lainnya
2000-06-15,tp up game,Hiburan
2000-06-15,dpt cashback,Investasi
2000-06-15,air,Tagihan
2000-06-15,lain-lain,Lainnya
2000-06-16,isi pulsa,Tagihan
2000-06-16,nanem modal,Investasi
2000-06-16,cb,Investasi
2000-06-16,idm,Belanja
2000-06-16,striming,Hiburan
2000-06-17,mall ke main,Hiburan
2000-06-17,idomart,Belanja
2000-06-17,bpjs,Tagihan
2000-06-17,kopi-kojpi pagi,Makanan & Minuman
2000-06-17,inet,Tagihan
2000-06-17,ke mall main,Hiburan
2000-06-18,sabaun,Belanja
2000-06-18,alpamart,Belanja
2000-06-18,byaya adm,Lainnya
2000-06-18,strejaming,Hiburan
2000-06-18,up top game,Hiburan
2000-06-18,idm,Belanja
2000-06-18,kopi-kopi pagi,Makanan & Minuman
2000-06-18,bisokop,Hiburan
2000-06-18,kekb. pokok,Belanja
2000-06-19,nyemil sore,Makanan & Minuman
2000-06-19,tp up ghame,Hiburan
2000-06-19,byaya adm,Lainnya
2000-06-19,byr iuran,Tagihan
2000-06-19,indomart,Belanja
2000-06-19,topup gam,Hiburan
2000-06-19,tisue,Belanja
2000-06-19,strming,Hiburan
2000-06-19,top up agme,Hiburan
2000-06-20,kbtuhan pokok,Belanja
2000-06-20,top up game,Hiburan
2000-06-20,bnja minggan,Belanja
2000-06-20,isi pulsa,Tagihan
2000-06-20,tissue,Belanja
2000-06-21,tisu,Belanja
2000-06-21,alfamrt,Belanja
2000-06-21,dpt cashback,Investasi
2000-06-21,frilesn,Gaji
2000-06-21,wifi,Tagihan
2000-06-21,main ke mall,Hiburan
2000-06-21,wrg nasi,Makanan & Minuman
2000-06-21,air,Tagihan
2000-06-21,tissue,Belanja
2000-06-21,lain-lain,Lainnya
2000-06-22,main ke mall,Hiburan
2000-06-22,lain-lain,Lainnya
2000-06-22,tp up gmae,Hiburan
2000-06-22,freelance roject,Gaji
2000-06-23,lain-lain,Lainnya
2000-06-23,lain-lain,Lainnya
2000-06-23,bya adm,Lainnya
2000-06-23,indomrt,Belanja
2000-06-23,insentif,Gaji
2000-06-23,indogmrt,Belanja
2000-06-23,bonus,Gaji
2000-06-23,gajan,Gaji
2000-06-23,insentif,Gaji
2000-06-23,tissue,Belanja
2000-06-23,makan malam,Makanan & Minuman
2000-06-24,invest,Investasi
2000-06-24,bpjs,Tagihan
2000-06-24,air,Tagihan
2000-06-24,wrg nasi,Makanan & Minuman
2000-06-25,kbtuhn pkk,Belanja
2000-06-25,biya adm,Lainnya
2000-06-25,mkn sijang,Makanan & Minuman
2000-06-25,bpjs,Tagihan
2000-06-25,pagi kpi,Makanan & Minuman
2000-06-25,siang mam,Makanan & Minuman
2000-06-26,simpanan,Investasi
2000-06-26,mam siang,Makanan & Minuman
2000-06-26,lain-lain,Lainnya
2000-06-26,laidn-lain,Lainnya
2000-06-26,pls,Tagihan
2000-06-26,srtiming,Hiburan
2000-06-27,isi pulsa,Tagihan
2000-06-27,iuran blnan,Tagihan
2000-06-27,lain-lain,Lainnya
2000-06-27,go-food,Makanan & Minuman
2000-06-28,mkan mjalam,Makanan & Minuman
2000-06-28,parkir,Tagihan
2000-06-28,striming,Hiburan
2000-06-28,gofood,Makanan & Minuman
2000-06-29,kbtuhn pohkok,Belanja
2000-06-29,blanja dapur,Belanja
2000-06-29,lain-lain,Lainnya
2000-06-30,wrg nasi,Makanan & Minuman
2000-06-30,isi pulsa,Tagihan
